,Company Name,tick,Optionable,Q1 Consensus Est. ,Q2 Consensus Est. (next fiscal Qtr),# of Analysts in Q2 Consensus,F1 Consensus Est.,F(1) Consensus Sales Est. ($mil),Q(1) Consensus Sales Est. ($mil),Sales Growth F(0)/F(-1),Annual Sales ($mil),EBIT ($mil),Cost of Goods Sold ($mil),Net Income  ($mil),Cash Flow ($mil),Current Assets  ($mil),Industry,Sector,Market Cap (mil),Last Close,52 Week High,sales_growth_f1,fcf_margin
1588,Flux Power,FLUX,YES,-0.1,,,-0.43,67.0,16.38999,61.23,42.33,-15.35701,35.034,-15.60901,-15.03401,26.617,Electronics - Miscellaneous Products,Computer and Technology,54.5,3.4,7.06,0.45919656485813376,-0.3551620600047248
1599,FNCB Bancorp,FNCB,YES,,,,,,,14.66,68.76,27.35099,3.97,20.44499,24.427,1158.057,Banks - Northeast,Finance,119.67,6.08,9.52,,0.35525014543339145
1600,Finch Therapeutics Group,FNCH,YES,-0.03,-0.03,1.0,-0.28,50.0,,-95.35,0.86,-114.64601,0.0,-114.64601,-88.66601,74.551,Medical - Drugs,Medical,22.87,0.475,3.08,4.06284589516273,-103.10001162790698
1603,FingerMotion,FNGR,YES,,,,,,,37.42,22.93,-4.7709,20.113,-4.943,-4.8851,10.20899,Technology Services,Business Services,81.07,1.64,8.95,,-0.21304404709986918
1605,Funko,FNKO,YES,-0.34,0.58,3.0,-0.13,1332.14697,281.71398,28.51,1322.71,-12.707,888.68499,-8.035,78.387,473.17199,Consumer Products - Discretionary,Consumer Discretionary,462.26,9.15,26.98,0.007109241554638671,0.059262423358105706
1608,Finance of America Companies,FOA,YES,0.01,0.09,1.0,0.18,479.1,119.72,-66.98,573.24,-732.05201,0.0,-190.68201,196.5,20167.5996,Financial - Mortgage & Related Services,Finance,107.25,1.68,2.55,-0.17939513330079432,0.3427883608959598
1612,Forian,FORA,YES,,,,,,,65.91,28.01,,,,-20.782,,Computer - Services,Computer and Technology,95.73,2.94,6.18,,-0.7419493038200642
1616,Fossil Group,FOSL,YES,,,,,,,-10.03,1682.4,-2.889,851.76,-44.15701,-13.26701,945.29998,Retail - Apparel and Shoes,Retail-Wholesale,185.07,3.57,10.66,,-0.00788576438421303
1621,Five Point,FPH,YES,,,,,,,-80.97,42.69,-36.245,27.495,-15.403,20.97999,132.763,Real Estate - Development,Finance,363.14,2.45,5.99,,0.491449754040759
1624,First Bank,FRBA,YES,,,,1.58,,,13.67,112.38,50.893,11.883,36.28699,34.73099,2447.71289,Banks - Northeast,Finance,189.24,9.67,16.66,,0.30904956397935573
1625,Republic First Bancorp,FRBK,YES,0.09,0.1,1.0,0.37,187.61,46.22999,19.16,180.55,33.955,18.33799,25.176,42.09299,2636.12011,Banks - Northeast,Finance,81.11,1.27,4.87,0.03835759233205277,0.23313757961783438
1627,Whole Earth Brands,FREE,YES,-0.04,-0.04,1.0,-0.14,556.12701,139.89999,8.97,538.27,-22.36301,398.05999,-58.752,-34.683,324.83401,Consumer Products - Staples,Consumer Staples,90.5,2.15,7.26,0.032636410406156086,-0.06443420588180652
1629,FREYR Battery,FREY,YES,-0.35,-0.56,1.0,-1.44,1.16999,,,,-99.11901,0.0,-98.79101,-121.184,579.45501,Alternative Energy - Other,Oils-Energy,1031.03,7.38,16.08,,
1631,Forge Global,FRGE,YES,-0.13,-0.13,4.0,-0.51,76.74299,18.558,-44.5,69.38,-111.57801,0.0,-111.85901,-74.11901,206.888,Financial - Miscellaneous Services,Finance,255.51,1.48,34.67,0.1008634052494759,-1.0683051311617182
1632,Fiesta Restaurant Group,FRGI,YES,,,,,,,8.42,387.35,-14.35701,124.555,-14.55901,11.984,52.691,Retail - Restaurants,Retail-Wholesale,209.85,8.05,9.15,,0.030938427778494898
1639,Primis Financial,FRST,YES,0.29,0.34,2.0,1.21,153.39999,37.955,18.51,147.4,30.582,13.281,17.74099,24.679,3019.77709,Financial - Miscellaneous Services,Finance,235.0,9.52,14.37,0.0398988439888691,0.16742876526458614
1640,Foresight Autonomous,FRSX,YES,,,,,,,358.33,0.55,-21.67601,0.252,-21.67601,-19.632,27.33499,Technology Services,Business Services,19.81,1.84,5.71,,-35.694545454545455
1645,Fortuna Silver Mines,FSM,YES,,,,0.35,700.65002,,13.61,681.49,-113.05201,534.695,-128.13201,215.40899,252.712,Mining - Silver,Basic Materials,1071.08,3.69,4.19,0.027726926646525263,0.3160853277377511
1646,Franklin Street Properties,FSP,YES,0.09,0.08,2.0,0.34,154.57,39.16099,-20.89,165.62,1.29799,87.44,1.09399,66.67299,81.33499,REIT and Equity Trust - Other,Finance,124.92,1.21,5.55,-0.06904893944132688,0.4025660548242966
1647,Fisker,FSR,YES,-0.28,-0.32,2.0,-0.82,1362.34997,199.69999,222.64,0.34,-528.88501,0.263,-547.49598,-528.20899,831.45397,Automotive - Domestic,Auto-Tires-Trucks,1424.04,4.45,11.4,8.295776068084896,-1553.5558529411762
1652,Farfetch Limited,FTCH,YES,-0.22,-0.14,4.0,-0.76,2793.02197,663.27001,2.66,2316.68,489.889,1293.505,359.28698,-20.16201,1589.42004,Retail - Apparel and Shoes,Retail-Wholesale,1658.29,4.2,12.2,0.18698902673819578,-0.008702975810211164
1653,FTC Solar,FTCI,YES,-0.05,-0.02,4.0,-0.15,270.53799,54.49,-54.51,123.07,-98.2,150.294,-99.613,-66.154,118.69,Solar,Oils-Energy,284.6,2.68,5.63,0.787659232863929,-0.5375314861460957
1655,Fuel Tech,FTEK,YES,-0.03,-0.01,1.0,-0.07,28.18799,6.57299,11.05,26.94,-1.37101,15.298,-1.44201,-1.002,35.825,Pollution Control,Industrial Products,37.63,1.23,1.71,0.045283829721604,-0.03719376391982183
1656,Future FinTech Group,FTFT,YES,,,,,,,-4.67,23.88,-13.787,18.486,-13.62801,2.5878,65.05,Internet - Commerce,Retail-Wholesale,18.01,1.23,3.71,,0.10836683417085428
1657,Fathom,FTHM,YES,-0.26,-0.25,1.0,-1.14,365.54998,90.05999,25.05,412.96,-27.691,372.246,-27.626,-22.28001,18.81599,Technology Services,Business Services,87.7,4.97,11.5,-0.12194772194305788,-0.053951980821387066
1659,Flotek Industries,FTK,YES,,,,,,,214.53,136.09,-35.27601,142.792,-42.30501,-39.431,81.08699,Oil and Gas - Field Services,Oils-Energy,58.81,0.6682,1.58,,-0.2897420824454405
1663,fuboTV,FUBO,YES,-0.34,-0.35,4.0,-1.46,1242.18005,281.98199,58.02,1008.7,-415.01502,1049.79199,-561.47699,-382.76001,436.902,Broadcast Radio and Television,Consumer Discretionary,243.25,1.16,6.35,0.20820556771969992,-0.379458719143452
1668,Fusion Pharmaceuticals,FUSN,YES,-0.46,-0.47,6.0,-1.77,2.78999,,1.46,1.46,-89.449,0.0,-87.612,-86.70301,178.998,Medical - Drugs,Medical,238.25,3.77,5.99,0.6476015758772152,-59.38562328767124
1670,Arcimoto,FUV,YES,,,,-2.59,11.69999,2.29999,49.52,6.56,-61.792,23.25399,-62.87901,3.76489,16.083,Automotive - Original Equipment,Auto-Tires-Trucks,10.79,1.47,83.6,0.5785973841464928,0.5739161585365854
1677,F45 Training,FXLV,YES,0.03,0.05,2.0,0.22,131.0,33.0,62.82,134.02,-130.41901,33.893,-182.715,-25.23601,108.64199,Consumer Services - Miscellaneous,Consumer Discretionary,87.57,0.9101,10.27,-0.022791719343873217,-0.18830032830920757
1681,Gaia,GAIA,YES,,,,,,,3.09,82.04,-2.26501,10.91499,-3.09501,13.203,17.173,Broadcast Radio and Television,Consumer Discretionary,65.81,3.16,5.41,,0.16093369088249632
1683,Galectin Therapeutics,GALT,YES,-0.21,-0.22,1.0,-0.83,,,,,-37.74301,0.0,-38.77601,-38.744,20.552,Medical - Drugs,Medical,114.17,1.92,2.48,,
1684,Gambling.com,GAMB,YES,0.09,0.15,3.0,0.61,94.36299,19.45,80.77,76.51,4.19899,2.959,2.39,21.15399,41.96099,Advertising and Marketing,Business Services,334.68,9.9,10.38,0.20972748994926074,0.2764866030584237
1685,"GameSquare Holdings, Inc.",GAME,YES,,,,,,,12.53,41.88,-15.672,0.0,-14.47901,-12.77601,22.059,Gaming,Consumer Discretionary,57.53,4.46,8.84,,-0.30506232091690544
1686,GAN Limited,GAN,YES,-0.18,-0.18,2.0,-0.69,154.865,38.13499,12.83,141.53,-193.556,41.63399,-197.49801,-174.22201,67.62999,Internet - Software,Computer and Technology,70.75,1.64,4.34,0.09004206091878156,-1.230989966791493
1687,Gain Therapeutics,GANX,YES,-0.29,-0.3,1.0,-1.44,0.1825,,-15.15,0.14,-17.498,0.0,-17.591,-17.52701,21.09099,Medical - Drugs,Medical,64.53,5.43,5.43,0.26510775041324175,-125.19292857142857
1688,StealthGas,GASS,YES,,,,,,,1.7,152.76,-22.445,89.00399,34.25299,36.742,51.706,Transportation - Shipping,Transportation,101.24,2.65,4.09,,0.24052107881644408
1689,Gatos Silver,GATO,YES,,,,,,,,,-43.253,0.0,-43.438,-43.349,11.76599,Mining - Silver,Basic Materials,428.81,6.2,7.37,,
1691,Galiano Gold,GAU,YES,,,,,,,,,46.456,0.0,40.80899,6.445,58.60499,Mining - Gold,Basic Materials,143.96,0.64,0.71,,
1692,Global Blue Group,GB,YES,,,,,,,180.58,146.41,-96.139,0.0,-110.711,1.40769,216.11599,Financial Transaction Services,Business Services,1036.79,5.74,7.58,,0.009614712109828564
1695,Generation Bio,GBIO,YES,-0.54,-0.55,3.0,-2.06,70.0,7.5,,,-141.18201,0.0,-136.63901,-131.50901,287.01599,Medical - Generic Drugs,Medical,270.88,4.54,8.34,,
1696,"Global Business Travel Group, Inc.",GBTG,YES,0.01,-0.05,1.0,-0.14,2193.2561,549.763,142.6,1851.0,-189.0,832.0,-25.0,157.0,1234.0,Transportation - Services,Transportation,3075.97,6.63,10.0,0.16966120969181428,0.08481901674770394
1698,Gannett,GCI,YES,,,,,,,-8.19,2945.3,31.45999,1860.35302,-78.002,166.30999,507.777,Advertising and Marketing,Business Services,262.38,1.8,4.22,,0.056466230944216204
1699,GCM Grosvenor,GCMG,YES,0.14,0.16,4.0,0.62,493.66,117.333,-16.0,446.53,112.40699,0.0,19.81999,103.50399,133.47999,Financial - Investment Management,Finance,1488.63,8.01,9.4,0.10034043381040043,0.23179627348666385
1701,GigaCloud Technology Inc.,GCT,YES,,,,,,,18.32,490.07,,,,23.972,,Technology Services,Business Services,211.68,5.26,48.01,,0.04891546105658376
1706,GoodRx,GDRX,YES,0.06,0.07,5.0,0.26,783.81298,192.44299,2.83,766.55,11.012,65.079,-32.828,183.414,919.68597,Medical Services,Medical,2289.99,5.76,16.65,0.022270518218974338,0.23927206314004304
1716,Genius Sports Limited,GENI,YES,-0.04,-0.03,2.0,-0.19,391.25,77.44999,29.8,341.03,-181.793,338.16598,-181.63601,-9.504,236.51699,Internet - Content,Computer and Technology,949.8,4.32,5.68,0.13737629190096556,-0.027868515966337274
1717,The Geo Group,GEO,YES,0.52,0.53,1.0,2.1,2463.25,611.97497,5.32,2376.73,394.36999,1663.72802,171.813,313.742,555.00799,REIT and Equity Trust - Other,Finance,976.61,7.84,12.28,0.035756022851063336,0.1320057389775027
1718,Geospace Technologies,GEOS,YES,,,,,,,-5.91,89.25,-22.61801,71.20999,-22.85601,1.136,59.96099,Electronics - Measuring Instruments,Computer and Technology,100.06,7.62,8.69,,0.01272829131652661
1721,"Getty Images Holdings, Inc.",GETY,YES,0.04,0.05,1.0,0.18,945.0,232.5,0.82,926.24,83.71199,254.99,-77.55401,185.70399,269.51901,Internet - Software,Computer and Technology,2000.05,5.06,33.93,0.02005154716304819,0.20049230221109
1722,Gevo,GEVO,YES,-0.07,-0.07,2.0,-0.3,8.94869,1.2805,65.26,1.17,-96.84,8.69799,-98.00701,-62.648,415.42199,Alternative Energy - Other,Oils-Energy,275.11,1.16,4.74,2.0345034040490697,-53.545299145299154
1728,Gerdau,GGB,YES,,,,0.94,14938.95019,,9.92,15961.68,3374.67797,12331.16992,2213.12207,2800.875,6054.56298,Steel - Producers,Basic Materials,8679.91,4.94,6.24,-0.06621894081101014,0.17547495000526261
1730,Gogoro Inc.,GGR,YES,,,,,,,4.59,382.83,-86.23501,325.113,-98.908,31.46299,397.90499,Technology Services,Business Services,497.03,3.45,7.65,,0.08218527806075805
1733,Greenhill & Co.,GHL,YES,,,,,,,-18.61,258.45,20.56999,0.0,3.27399,7.63199,144.658,Financial - Investment Bank,Finance,141.9,7.75,14.62,,0.029529851035016447
1737,Gulf Island Fabrication,GIFI,YES,,,,,,,52.29,142.32,-3.329,134.425,-3.352,1.746,87.069,Oil and Gas - Mechanical and and Equipment,Oils-Energy,55.87,3.48,5.7,,0.012268128161888702
1741,Gilat Satellite Networks,GILT,YES,,,,,,,9.61,239.84,9.953,152.932,-5.928,22.158,215.054,Satellite and Communication,Computer and Technology,260.97,4.61,7.46,,0.09238659106070714
1745,Gladstone Capital,GLAD,YES,0.27,0.27,3.0,1.05,81.036,20.638,17.39,63.15,45.24499,0.0,19.91399,50.547,8.043,Financial - SBIC & Commercial Industry,Finance,345.42,9.46,12.45,0.24938065158420514,0.8004275534441805
1747,Globus Maritime Limited,GLBS,YES,,,,,,,42.35,61.76,26.6,23.385,24.28,34.526,62.32699,Transportation - Shipping,Transportation,20.99,1.02,2.46,,0.5590349740932643
1749,Great Lakes Dredge & Dock,GLDD,YES,,,,,,,-10.65,648.78,-29.307,617.60797,-34.05501,19.95599,182.841,Building Products - Heavy Construction,Construction,354.22,5.34,15.37,,0.030759255834026944
1750,Galmed Pharmaceuticals,GLMD,YES,,,,,,,,,-17.866,0.0,-17.866,-17.83301,14.72399,Medical - Drugs,Medical,8.49,0.3367,1.66,,
1753,GasLog Partners,GLOP,YES,0.51,0.56,1.0,2.21,367.16,89.20999,13.76,371.03,166.625,79.119,118.986,226.77699,243.033,Transportation - Shipping,Transportation,447.72,8.48,9.2,-0.010485201521039078,0.6112093092202787
1758,Glatfelter,GLT,YES,,,,,,,37.49,1491.33,-171.185,1342.52404,-194.208,239.88999,679.484,Engineering - R and D Services,Construction,183.78,4.09,12.53,,0.16085641005008952
1762,GlycoMimetics,GLYC,YES,-0.18,-0.17,2.0,-0.7,,,-93.53,0.08,-46.689,0.0,-46.689,-46.481,50.715,Medical - Drugs,Medical,92.51,1.44,4.05,,-581.0125
1765,Esports Entertainment Group,GMBL,YES,,,,-31.0,37.47999,9.18999,247.66,58.35,-101.48401,24.165,-102.23201,12.53299,9.972,Gaming,Consumer Discretionary,6.37,2.02,62.4,-0.44265216817134395,0.2147898886032562
1770,"Golden Matrix Group, Inc.",GMGI,YES,,,,,,,286.1,36.03,0.46299,26.87199,-0.25,0.15744,19.28899,Gaming,Consumer Discretionary,79.78,2.21,5.5,,0.004369691923397169
1771,Global Medical REIT,GMRE,YES,0.25,0.25,2.0,0.99,147.565,36.685,18.41,137.28,45.226,0.0,19.142,73.18299,14.45499,REIT and Equity Trust - Other,Finance,613.43,9.36,16.0,0.07224612093630586,0.5330928758741259
1778,Genius Group,GNS,YES,0.01,0.01,1.0,-0.07,50.805,12.0,67.38,12.78,-4.16801,10.02099,-4.489,-2.9141,6.49599,Schools,Consumer Discretionary,23.03,1.07,10.68,1.380113325988456,-0.22802034428794993
1779,Genasys,GNSS,YES,-0.04,0.01,2.0,-0.19,55.569,14.47599,14.96,54.03,-15.471,27.693,-16.212,1.05999,35.562,Consumer Services - Miscellaneous,Consumer Discretionary,97.04,2.64,4.11,0.028086043952721323,0.019618545252637423
1782,Genius Brands International,GNUS,YES,,,,-0.7,86.26,21.0,691.3,62.3,-42.09501,49.36,-45.59501,-24.651,139.52499,Consumer Products - Discretionary,Consumer Discretionary,89.13,2.78,10.1,0.3254045654262898,-0.3956821829855538
1783,Genworth Financial,GNW,YES,,,,,,,-4.15,7507.0,1084.0,4745.0,609.0,786.0,18877.0,Insurance - Life Insurance,Finance,2933.74,5.99,6.4,,0.10470227787398428
1786,Canoo,GOEV,YES,-0.18,-0.19,3.0,-0.73,167.177,5.0,,2.55,-487.69401,0.0,-487.69401,-500.754,52.319,Automotive - Domestic,Auto-Tires-Trucks,360.73,0.7608,5.18,4.182959772209436,-196.37411764705885
1787,Golden Ocean Group,GOGL,YES,,,,0.95,673.59997,164.39999,-7.46,1113.46,518.47399,561.927,461.84698,566.08197,299.147,Transportation - Shipping,Transportation,1838.45,9.17,16.06,-0.5025911448948325,0.5083990174770534
1789,Gol Linhas Aereas Inteligentes,GOL,YES,-0.42,-0.04,3.0,-0.15,3803.84692,811.51,113.66,2943.7,387.247,1657.14099,-302.45701,-110.06901,579.84899,Transportation - Airline,Transportation,527.5,2.52,7.02,0.2563456085223979,-0.03739138159459184
1796,Gold Resource,GORO,YES,,,,0.02,114.69999,,10.81,138.72,2.23799,108.97599,-6.32101,21.04299,46.09899,Mining - Gold,Basic Materials,85.36,0.9656,2.2,-0.19013757608086868,0.15169398788927335
1798,GSX Techedu,GOTU,YES,,,,,,,-64.82,362.21,-0.36701,101.64299,1.90999,29.95199,604.08197,Technology Services,Business Services,876.48,3.41,5.26,,0.08269233317688633
1799,GreenPower Motor,GP,YES,-0.07,-0.04,2.0,-0.02,91.402,16.0,45.03,17.24,-13.886,13.35999,-14.40201,-13.931,43.095,Automotive - Foreign,Auto-Tires-Trucks,66.27,2.68,6.67,1.6680350948232279,-0.808062645011601
1803,Great Panther Mining Limited,GPLDF,YES,,,,,,,-28.81,185.68,-39.598,186.55999,-42.24101,-7.68201,91.95899,Mining - Silver,Basic Materials,3.67,0.0776,2.2,,-0.04137230719517449
1804,Granite Point Mortgage Trust,GPMT,YES,0.19,0.19,1.0,0.78,83.0,20.5,6.34,210.85,-40.808,0.0,-40.82501,29.732,153.578,REIT and Equity Trust,Finance,226.71,4.4,11.11,-0.9323063723959709,0.14101019682238558
1810,GoPro,GPRO,YES,-0.02,0.17,5.0,0.26,1028.73999,218.61099,-5.82,1093.54,40.69499,686.71301,28.847,89.49299,606.02697,Audio Video Production,Consumer Discretionary,698.54,4.51,9.39,-0.061085397548688136,0.08183787515774459
1811,The Gap,GPS,YES,-0.16,0.2,6.0,0.61,15056.12109,3296.72802,-6.32,15616.0,-51.0,10257.0,-202.0,401.0,4617.0,Retail - Apparel and Shoes,Retail-Wholesale,3526.62,9.63,15.26,-0.03651140421924697,0.025678790983606557
1812,Grab ,GRAB,YES,,,,-0.18,2091.65307,504.88,112.3,1433.0,-1381.0,1356.0,-1683.0,-1530.0,5688.0,Technology Services,Business Services,10964.0,2.93,3.97,0.37818454708416893,-1.0676901605024425
1815,Greenidge Generation Holdings,GREE,YES,-0.08,0.0,1.0,-0.15,84.9,18.89999,-16.12,89.98,-233.16401,59.839,-271.068,-21.33901,33.05799,Financial - Miscellaneous Services,Finance,34.81,0.5822,7.44,-0.05811333009572452,-0.2371528117359413
1816,Grifols,GRFS,YES,,,,0.85,7007.33496,,9.46,6389.0,903.75799,4037.85595,219.44299,649.169,4903.01904,Medical - Drugs,Medical,5204.79,7.57,13.28,0.09237969025058025,0.10160729378619501
1819,Grom Social Enterprises,GROM,YES,,,,,,,-13.83,5.43,-12.97201,3.66499,-16.33301,3.15339,5.73099,Internet - Content,Computer and Technology,4.55,0.624,25.23,,0.5807348066298342
1820,"Grove Collaborative Holdings, Inc.",GROV,YES,,,,,265.5,61.5,-16.2,321.53,-77.976,166.875,-87.715,-103.70501,142.00999,Consumer Products - Staples,Consumer Staples,88.81,0.4946,10.0,-0.19147601123953145,-0.32253603085248655
1821,U.S. Global Investors,GROW,YES,,,,,,,14.13,24.71,7.096,0.0,5.499,5.07999,38.032,Financial - Investment Management,Finance,41.14,2.76,5.49,,0.2055843787940105
1822,Gold Royalty,GROY,YES,-0.01,0.0,1.0,-0.05,7.4,,1954.17,3.94,-16.72801,1.756,-17.34601,-10.634,16.957,Mining - Gold,Basic Materials,316.2,2.19,4.17,0.6302992769002816,-2.6989847715736044
1824,Groupon,GRPN,YES,-0.24,0.14,2.0,-0.49,597.76,143.625,-38.05,599.09,-191.97001,76.261,-237.609,33.22,367.35101,Internet - Commerce,Retail-Wholesale,120.07,3.91,20.35,-0.0022225016459251658,0.05545076699661152
1827,GrowGeneration,GRWG,YES,-0.06,-0.05,4.0,-0.38,254.462,64.04299,-34.16,278.17,-166.611,207.90299,-163.747,-146.61501,170.68099,Agriculture - Products,Basic Materials,186.64,3.06,8.08,-0.08908092512030452,-0.527069813423446
1829,Globalstar,GSAT,YES,-0.01,0.0,1.0,-0.02,204.44,50.14799,19.48,148.5,-256.84202,65.01999,-256.91501,-163.84801,81.244,Satellite and Communication,Computer and Technology,1847.22,1.02,2.28,0.31968957565732453,-1.1033536026936026
1834,GSI Technology,GSIT,YES,,,,,,,20.39,33.38,-16.41301,14.847,-16.36801,-16.633,54.691,Computer- Storage Devices,Computer and Technology,38.26,1.55,4.15,,-0.4982923906530856
1837,Ferroglobe,GSM,YES,0.13,0.21,2.0,0.58,1796.15002,486.5,46.04,2597.92,676.656,1276.81701,459.462,657.15802,1286.76293,Mining - Miscellaneous,Basic Materials,773.6,4.13,8.01,-0.369065628398286,0.25295544897456423
1840,Gran Tierra Energy,GTE,YES,,,,,,,50.17,711.39,291.428,172.582,139.029,322.837,168.587,Oil and Gas - Exploration and Production - Canadian,Oils-Energy,296.37,0.86,2.1,,0.45381155203193746
1843,Good Times Restaurants,GTIM,YES,,,,,,,11.49,138.2,-0.87801,118.398,-2.64101,6.94899,11.875,Retail - Restaurants,Retail-Wholesale,31.65,2.67,3.51,,0.05028212735166426
1846,Gray Television,GTN,YES,-0.03,0.01,1.0,-0.03,3315.30004,809.90002,52.34,3676.0,968.0,2248.0,455.0,876.0,857.0,Broadcast Radio and Television,Consumer Discretionary,735.19,7.92,20.78,-0.10327707514745839,0.2383025027203482
1847,Garrett Motion,GTX,YES,0.23,0.26,1.0,0.98,3818.0,950.0,-0.83,3603.0,578.0,2920.0,390.0,463.0,1431.0,Automotive - Original Equipment,Auto-Tires-Trucks,530.42,8.18,8.62,0.05795989353759963,0.12850402442409103
1849,Gulf Resources,GURE,YES,,,,,,,20.11,66.1,16.767,40.672,10.059,36.83499,119.425,Chemical - Diversified ,Basic Materials,28.58,2.7399,4.76,,0.5572615733736762
1851,ESS Tech,GWH,YES,-0.16,-0.18,2.0,-0.69,70.54399,11.934,,0.89,-80.156,0.0,-77.96901,-88.365,151.636,Electronics - Miscellaneous Products,Computer and Technology,163.57,1.06,5.73,4.372770303116023,-99.28651685393258
1857,Hawaiian Holdings,HA,YES,0.29,-0.24,2.0,-2.84,3054.56689,806.90002,65.43,2641.27,-198.034,1438.97595,-240.081,-65.409,1678.307,Transportation - Airline,Transportation,435.06,8.44,20.79,0.1453779496139613,-0.024764223271380816
1862,Hallmark Financial Services,HALL,YES,,,,,164.98899,40.353,-29.09,286.99,-121.169,209.16999,-108.11001,-97.56501,816.08398,Insurance - Property and Casualty,Finance,10.85,5.9692,34.6,-0.5535686275455177,-0.3399596153176069
1864,Harpoon Therapeutics,HARP,YES,-0.47,-0.45,3.0,-1.23,38.29999,9.18999,34.92,31.92,-67.73101,0.0,-67.73101,-64.98001,54.727,Medical - Drugs,Medical,22.94,0.6126,2.84,0.18221686250835245,-2.0357145989974934
1870,Hamilton Beach Brands,HBB,YES,,,,,,,-2.65,640.95,37.018,511.83499,25.267,30.14999,284.74398,Household Appliances,Consumer Discretionary,135.28,9.73,14.64,,0.04703953506513768
1872,Hanesbrands,HBI,YES,-0.02,0.27,3.0,0.35,6102.08007,1439.33703,-8.35,6233.65,509.811,4012.54199,-127.20401,456.022,3131.7539,Textile - Apparel,Consumer Discretionary,1733.31,4.96,14.33,-0.021332327905460552,0.0731548932006128
1873,Harvard Bioscience,HBIO,YES,0.05,0.05,1.0,0.21,119.0,29.5,-4.68,113.33,-6.63101,52.51599,-9.516,12.89999,51.124,Instruments - Scientific,Computer and Technology,206.31,4.89,6.01,0.04881957636667229,0.11382678902320657
1874,HudBay Minerals,HBM,YES,0.14,0.2,12.0,0.55,1638.69201,392.08099,-2.7,1461.44,163.47799,1184.552,70.382,291.67999,524.18103,Mining - Miscellaneous,Basic Materials,1336.44,5.1,6.92,0.11447611772746163,0.19958396513028243
1888,Hudson Technologies,HDSN,YES,0.45,0.46,1.0,1.24,343.0,112.0,68.73,325.23,131.509,162.332,103.801,110.86399,176.83299,Industrial Services,Industrial Products,365.8,8.07,11.9,0.05319782282462986,0.3408787319742951
1899,HEXO,HEXO,YES,-0.06,-0.06,3.0,-0.6,88.83699,20.88299,50.72,146.2,-860.66102,210.192,-845.896,-127.66501,214.031,Medical - Products,Medical,51.92,1.18,6.22,-0.49817242999805394,-0.873221682626539
1900,HF FOODS GROUP,HFFG,YES,,,,,,,46.88,1170.47,7.46099,964.95501,0.46,44.312,197.916,Food - Miscellaneous,Consumer Staples,206.16,3.83,6.17,,0.03785829623997197
1903,Hagerty,HGTY,YES,0.04,0.04,1.0,0.05,962.74401,252.80299,27.22,787.59,11.09599,0.0,32.07799,-10.669,936.78302,Automotive - Retail and Wholesale - Parts,Retail-Wholesale,3098.38,9.27,13.47,0.20080990103112226,-0.01354638834926802
